age,industry,gender,race,job,timestamp,experience_overall_years,experience_field_years,education
25-34,Art & Design,Woman,White,Senior Graphic Designer,4/27/2021 12:04:31,11 - 20 years,11 - 20 years,College degree
25-34,Business or Consulting,Woman,Asian or Asian American,Actuarial Consultant,4/27/2021 11:59:35,5-7 years,5-7 years,College degree
25-34,Business or Consulting,Non-binary,"Hispanic, Latino, or Spanish origin",Grant Writer,4/27/2021 15:37:10,2 - 4 years,2 - 4 years,Some college
18-24,"Accounting, Banking & Finance",Woman,White,Accountant ,4/27/2021 11:08:01,1 year or less,1 year or less,College degree
25-34,Property or Construction,Woman,White,Office manager ,4/27/2021 12:22:01,11 - 20 years,8 - 10 years,High School
25-34,Biotech/Drug Development,Woman,White,Nonclinical Manager,4/28/2021 19:13:43,8 - 10 years,8 - 10 years,College degree
55-64,Computing or Tech,Woman,White,Implementation Specialist ,4/30/2021 18:53:57,31 - 40 years,8 - 10 years,Some college
35-44,Retail,Woman,White,staff manager,4/28/2021 0:00:40,21 - 30 years,2 - 4 years,High School
18-24,Government and Public Administration,Woman,White,Policy Analyst ,4/27/2021 11:06:02,2 - 4 years,1 year or less,Master's degree
35-44,Nonprofits,Woman,White,Senior development officer,4/28/2021 18:22:54,11 - 20 years,11 - 20 years,Master's degree
18-24,"Accounting, Banking & Finance",Woman,White,Financial Analyst,4/27/2021 17:27:19,1 year or less,1 year or less,College degree
18-24,Computing or Tech,Man,White,Software Engineer,4/27/2021 12:07:39,2 - 4 years,2 - 4 years,College degree
35-44,"Accounting, Banking & Finance",Woman,White,Senior Bookkeeper,4/28/2021 12:41:20,11 - 20 years,11 - 20 years,College degree
55-64,Computing or Tech,Man,White,Information Support,4/27/2021 18:32:58,31 - 40 years,21 - 30 years,Some college
25-34,Computing or Tech,Woman,Asian or Asian American,Marketing Coordinator,5/18/2021 22:17:56,2 - 4 years,2 - 4 years,College degree
25-34,Government and Public Administration,Woman,"Hispanic, Latino, or Spanish origin",Housing Grant Consultant,4/29/2021 10:58:28,2 - 4 years,2 - 4 years,College degree
35-44,"Accounting, Banking & Finance",Woman,White,Compliance Analyst,4/28/2021 21:28:37,11 - 20 years,5-7 years,Master's degree
25-34,"Marketing, Advertising & PR",Woman,White,Senior marketing manager ,4/30/2021 22:25:53,8 - 10 years,8 - 10 years,Master's degree
45-54,Education (Higher Education),Woman,White,Digital Scholarship Specialist,4/29/2021 9:46:12,21 - 30 years,21 - 30 years,Master's degree
25-34,Engineering or Manufacturing,Woman,"Hispanic, Latino, or Spanish origin",Propulsion engineer ,12/3/2021 19:23:53,5-7 years,2 - 4 years,Master's degree
35-44,"Marketing, Advertising & PR",Woman,White,Project Manager ,4/27/2021 11:55:14,11 - 20 years,5-7 years,College degree
65 or over,Retail,Woman,White,Controller,4/27/2021 11:41:15,5-7 years,21 - 30 years,College degree
35-44,Health care,Woman,Asian or Asian American,Manager,5/1/2021 2:40:10,11 - 20 years,11 - 20 years,College degree
35-44,Computing or Tech,Woman,White,Director of Events,5/3/2021 20:32:49,11 - 20 years,11 - 20 years,College degree
25-34,Nonprofits,Woman,White,Zoo keeper,4/28/2021 0:13:49,11 - 20 years,11 - 20 years,College degree
25-34,Nonprofits,Woman,White,Senior Salesforce Administrator,4/28/2021 19:12:47,8 - 10 years,5-7 years,College degree
25-34,Agriculture or Forestry,Woman,White,Human Resources Advisor,5/1/2021 1:10:58,8 - 10 years,5-7 years,Master's degree
35-44,Education (Higher Education),Woman,White,Accountant,5/4/2021 15:03:29,8 - 10 years,5-7 years,College degree
35-44,Media & Digital,Woman,White,Brand Director,4/27/2021 11:43:45,11 - 20 years,8 - 10 years,College degree
35-44,Hospitality & Events,Woman,White,Human resources Generalist,4/29/2021 10:56:37,11 - 20 years,2 - 4 years,Master's degree
25-34,Computing or Tech,Man,White,Test automation engineer ,4/30/2021 19:45:53,5-7 years,5-7 years,College degree
25-34,Business or Consulting,Woman,White,Senior Business Management Coordinator,4/27/2021 11:24:37,5-7 years,5-7 years,College degree
45-54,Education (Higher Education),Man,White,LIBRARY TECHNICIAN ,4/27/2021 12:09:21,21 - 30 years,21 - 30 years,College degree
35-44,Government and Public Administration,Woman,White,Director of Research,4/27/2021 15:28:26,8 - 10 years,8 - 10 years,Master's degree
25-34,Recruitment or HR,Woman,White,Human Resources Associate,5/12/2021 11:07:56,11 - 20 years,5-7 years,Some college
45-54,Education (Higher Education),Woman,White,Director,4/27/2021 22:56:37,21 - 30 years,11 - 20 years,College degree
25-34,Business or Consulting,Man,White,Project coordinator,4/28/2021 17:19:09,2 - 4 years,1 year or less,College degree
18-24,Health care,Woman,White,Medical scribe ,4/27/2021 11:28:04,5-7 years,2 - 4 years,College degree
35-44,Computing or Tech,Woman,White,Senior Actuarial Development Manager,4/28/2021 13:30:36,11 - 20 years,11 - 20 years,Master's degree
25-34,Sales,Man,White,Account Manager,4/28/2021 17:36:05,5-7 years,8 - 10 years,High School
35-44,Media & Digital,Woman,White,Editorial Director,4/27/2021 12:25:31,21 - 30 years,21 - 30 years,College degree
25-34,Health care,Man,White,Staff pharmacist,10/26/2021 22:47:28,1 year or less,2 - 4 years,"Professional degree (MD, JD, etc.)"
25-34,Nonprofits,Woman,White,Event Planner,4/28/2021 15:42:24,2 - 4 years,2 - 4 years,College degree
35-44,Computing or Tech,Woman,White,Customer Support ,4/29/2021 19:54:20,11 - 20 years,5-7 years,Master's degree
25-34,Pharma,Woman,Another option not listed here or prefer not to answer,Director,4/30/2021 19:40:39,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
25-34,Law,Man,White,Associate Attorney,4/28/2021 17:10:02,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)"
35-44,Law,Woman,White,Senior Paralegal - Real Estate,4/30/2021 16:10:56,11 - 20 years,11 - 20 years,College degree
25-34,Law,Man,White,Compliance Analyst,4/28/2021 23:44:32,2 - 4 years,2 - 4 years,College degree
35-44,Education (Higher Education),Woman,White,Academic Advisor,4/30/2021 22:35:45,11 - 20 years,11 - 20 years,Master's degree
25-34,Trade Association,Woman,"Hispanic, Latino, or Spanish origin, White",Senior Manager,4/27/2021 12:55:06,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)"
25-34,Recruitment or HR,Woman,White,"Assistant Team Lead, HR Operations",4/28/2021 13:38:26,2 - 4 years,2 - 4 years,College degree
25-34,Computing or Tech,Non-binary,White,Application Support Engineer,4/28/2021 18:11:01,8 - 10 years,5-7 years,College degree
35-44,Health care,Woman,White,Associate General Counsel,4/28/2021 13:05:01,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
35-44,Computing or Tech,Man,Asian or Asian American,Community and Events manager,4/27/2021 23:00:12,8 - 10 years,2 - 4 years,Master's degree
35-44,Hospitality & Events,Man,Another option not listed here or prefer not to answer,Line cook,10/26/2021 12:24:31,21 - 30 years,11 - 20 years,Some college
25-34,Health care,Woman,White,Registered Nurse - Cardiac Cath,4/27/2021 12:09:55,2 - 4 years,1 year or less,Master's degree
55-64,manufacturing,Woman,White,Human Resources manager,5/6/2021 9:31:45,21 - 30 years,21 - 30 years,Some college
25-34,Nonprofits,Woman,White,"Senior Manager, Digital Strategy",5/5/2021 20:09:36,11 - 20 years,11 - 20 years,College degree
25-34,Public Library,Woman,White,Youth Services Librarian,4/27/2021 13:30:19,5-7 years,2 - 4 years,Master's degree
35-44,Nonprofits,Woman,White,Data scientist,4/30/2021 0:32:13,11 - 20 years,11 - 20 years,PhD
35-44,Government and Public Administration,Woman,White,Economist,4/27/2021 11:03:41,11 - 20 years,11 - 20 years,Master's degree
25-34,Computing or Tech,Woman,"Hispanic, Latino, or Spanish origin, White",Software Engineer II,4/30/2021 16:49:58,5-7 years,8 - 10 years,Master's degree
25-34,Government and Public Administration,Woman,White,Proofreader,5/1/2021 14:43:06,5-7 years,2 - 4 years,Master's degree
35-44,Computing or Tech,Woman,White,Database Administrator ,4/27/2021 16:43:25,11 - 20 years,8 - 10 years,Master's degree
35-44,"Accounting, Banking & Finance",Woman,"Hispanic, Latino, or Spanish origin",Accounts Payable ,4/28/2021 17:05:26,8 - 10 years,8 - 10 years,College degree
25-34,"Accounting, Banking & Finance",Woman,White,Credit and collections supervisor ,4/27/2021 11:39:08,5-7 years,5-7 years,Master's degree
25-34,Government and Public Administration,Woman,White,Data Analyst,4/27/2021 15:04:16,2 - 4 years,2 - 4 years,College degree
25-34,Health care,Woman,White,Team Lead,5/2/2021 17:34:01,2 - 4 years,2 - 4 years,College degree
25-34,Computing or Tech,Woman,White,Product Manager,4/27/2021 11:25:42,5-7 years,2 - 4 years,College degree
25-34,Law,Man,Black or African American,Associate,4/28/2021 17:49:46,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)"
35-44,Nonprofits,Woman,White,Director of Digital Learning ,4/27/2021 13:08:28,21 - 30 years,11 - 20 years,Master's degree
35-44,"Marketing, Advertising & PR",Woman,White,Digital Marketing Manager,4/30/2021 2:01:55,8 - 10 years,8 - 10 years,Master's degree
25-34,Insurance,Woman,White,Managing Underwriter ,4/28/2021 20:24:55,8 - 10 years,5-7 years,College degree
25-34,Recruitment or HR,Woman,"White, Another option not listed here or prefer not to answer",HR Generalist,4/27/2021 11:37:18,5-7 years,1 year or less,College degree
25-34,Nonprofits,Woman,White,Publications Manager,4/28/2021 23:18:43,5-7 years,5-7 years,Master's degree
35-44,Health care,Woman,White,Nurse,4/27/2021 12:35:50,2 - 4 years,2 - 4 years,College degree
25-34,Business or Consulting,Woman,"Black or African American, White",Consultant,4/27/2021 17:05:02,8 - 10 years,5-7 years,Master's degree
25-34,Business or Consulting,Woman,White,Associate Consultand,4/30/2021 16:21:19,5-7 years,2 - 4 years,College degree
25-34,Engineering or Manufacturing,Woman,White,Aerospace Design Engineer,4/28/2021 3:12:24,8 - 10 years,8 - 10 years,Master's degree
25-34,Hospitality & Events,Woman,White,Assistant manager,4/30/2021 17:03:18,5-7 years,5-7 years,College degree
25-34,Business or Consulting,Woman,Black or African American,Associate Consultant,4/28/2021 16:32:25,2 - 4 years,2 - 4 years,Master's degree
35-44,Law,Woman,White,Corporate Counsel ,10/26/2021 17:57:53,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
35-44,Engineering or Manufacturing,Woman,White,Engineering manager/Project manager,4/27/2021 17:43:20,11 - 20 years,11 - 20 years,College degree
35-44,Government and Public Administration,Woman,White,Project Manager,4/27/2021 11:24:40,11 - 20 years,8 - 10 years,Master's degree
45-54,Health care,Woman,White,Occupational Therapist,4/27/2021 23:29:17,11 - 20 years,11 - 20 years,Master's degree
25-34,Government and Public Administration,Man,White,Digital Director,4/29/2021 10:19:35,8 - 10 years,11 - 20 years,College degree
35-44,Sales,Man,White,HR Business Partner,5/5/2021 20:39:09,11 - 20 years,11 - 20 years,Master's degree
35-44,Sales,Woman,Black or African American,Analyst,5/7/2021 21:24:45,11 - 20 years,5-7 years,College degree
35-44,Nonprofits,Woman,White,Director of Exhibitions and Collections,4/30/2021 15:39:22,21 - 30 years,21 - 30 years,Master's degree
65 or over,Education (Higher Education),Woman,White,Administrative Assistant III,4/27/2021 11:52:01,21 - 30 years,11 - 20 years,College degree
18-24,Utilities & Telecommunications,Man,White,Protection and Controls Engineer,5/15/2021 14:48:36,1 year or less,1 year or less,College degree
25-34,Transport or Logistics,Man,"Hispanic, Latino, or Spanish origin, White",Associate Capital Program Analyst,4/27/2021 11:33:25,8 - 10 years,5-7 years,Master's degree
45-54,Outsourcing Services ,Man,White,Senior Manager,4/28/2021 17:15:23,21 - 30 years,8 - 10 years,Some college
35-44,"Accounting, Banking & Finance",Woman,Asian or Asian American,Bookkeeper,5/3/2021 18:23:40,11 - 20 years,11 - 20 years,College degree
25-34,Education (Higher Education),Other or prefer not to answer,White,Research Scientist,4/27/2021 14:00:18,2 - 4 years,2 - 4 years,PhD
55-64,Computing or Tech,Woman,White,Program Analyst,4/28/2021 12:06:14,31 - 40 years,8 - 10 years,Master's degree
25-34,Computing or Tech,Man,White,Engineering Leadership,5/2/2021 20:53:46,5-7 years,5-7 years,College degree
25-34,"My company sells & services various types of printers, mostly Kyocera.",Woman,White,Administrative Assistant & Systems Analyst,4/27/2021 14:14:52,8 - 10 years,5-7 years,Some college
35-44,Education (Higher Education),Woman,White,Assistant Professor of Communication,4/28/2021 13:56:36,11 - 20 years,8 - 10 years,PhD
35-44,Law Enforcement & Security,Woman,White,911 Dispatcher,4/29/2021 21:15:49,11 - 20 years,5-7 years,College degree
25-34,Social Work,Woman,"Hispanic, Latino, or Spanish origin, White",School social worker ,4/27/2021 15:58:58,2 - 4 years,2 - 4 years,Master's degree
35-44,Recruitment or HR,Woman,White,Internal Consultant,5/5/2021 20:47:32,11 - 20 years,5-7 years,College degree
45-54,Computing or Tech,Man,"Hispanic, Latino, or Spanish origin",Renewals Manager,4/28/2021 18:20:29,21 - 30 years,21 - 30 years,College degree
35-44,Education (Higher Education),Woman,Another option not listed here or prefer not to answer,Assistant Professor,4/28/2021 22:32:20,5-7 years,5-7 years,PhD
35-44,Computing or Tech,Non-binary,White,Data scientist,4/28/2021 17:26:41,5-7 years,5-7 years,PhD
35-44,Public Opinion Research,Woman,White,Associate Director,4/29/2021 11:00:51,11 - 20 years,5-7 years,PhD
35-44,Publishing,Woman,White,Systems Analyst,4/27/2021 16:09:18,11 - 20 years,11 - 20 years,Master's degree
35-44,"Accounting, Banking & Finance",Woman,White,Controller,4/27/2021 15:56:50,11 - 20 years,11 - 20 years,College degree
25-34,Nonprofits,Woman,White,Fundraising Consultant,5/6/2021 4:33:47,11 - 20 years,8 - 10 years,College degree
25-34,Government and Public Administration,Woman,White,Mathematical Statistician,10/26/2021 13:59:21,2 - 4 years,2 - 4 years,Master's degree
25-34,Computing or Tech,Woman,White,Senior Data Scientist ,4/27/2021 11:42:50,2 - 4 years,2 - 4 years,College degree
25-34,Computing or Tech,Man,White,eDiscovery Specialist,12/17/2021 13:15:34,8 - 10 years,5-7 years,College degree
45-54,"Marketing, Advertising & PR",Woman,White,E-Commerce & Marketing Manager,4/27/2021 12:30:35,11 - 20 years,2 - 4 years,High School
25-34,Agriculture or Forestry,Non-binary,White,Market Intelligence Analyst,4/28/2021 10:22:56,2 - 4 years,1 year or less,Master's degree
35-44,Education (Primary/Secondary),Woman,White,Director of Special Education,4/27/2021 13:26:55,11 - 20 years,5-7 years,Master's degree
45-54,Computing or Tech,Woman,White,Sr.  Systems Engineer,4/29/2021 11:31:58,21 - 30 years,11 - 20 years,Master's degree
45-54,Computing or Tech,Woman,White,Senior Product Manager,4/27/2021 19:00:21,21 - 30 years,11 - 20 years,College degree
25-34,Nonprofits,Woman,White,Sales Operatins Manager,4/27/2021 15:50:03,5-7 years,5-7 years,College degree
35-44,Law,Woman,White,Attorney,4/29/2021 12:39:06,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
35-44,Law,Woman,White,Continuing Legal Education Program Planner,4/28/2021 5:19:07,11 - 20 years,11 - 20 years,College degree
25-34,Nonprofits,Woman,White,Operations Coordinator,4/27/2021 15:28:59,2 - 4 years,2 - 4 years,College degree
45-54,Government and Public Administration,Woman,White,Director of Human Resources,4/27/2021 11:23:50,11 - 20 years,8 - 10 years,Master's degree
25-34,Health care,Woman,Black or African American,Epidemiologist,4/28/2021 14:17:51,5-7 years,1 year or less,Master's degree
35-44,Staffing & workforce solutions ,Woman,White,"Sr Specialist of Controlling, Compliance & Regulatory Affairs ",5/1/2021 1:23:57,11 - 20 years,8 - 10 years,College degree
45-54,Engineering or Manufacturing,Woman,White,Human Resources Generalist,6/15/2021 10:05:24,11 - 20 years,11 - 20 years,College degree
45-54,Government and Public Administration,Woman,White,Outreach and Education Coordinator,5/1/2021 18:48:05,11 - 20 years,2 - 4 years,Master's degree
35-44,Retail,Woman,White,sr project manager,4/29/2021 18:37:03,11 - 20 years,8 - 10 years,Master's degree
25-34,Engineering or Manufacturing,Man,White,Analyst,5/6/2021 12:08:57,2 - 4 years,2 - 4 years,PhD
35-44,Law,Woman,White,Attorney,5/7/2021 15:03:14,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)"
25-34,Government and Public Administration,Woman,White,Analyst,4/27/2021 11:19:56,5-7 years,5-7 years,Master's degree
25-34,CPG / Retail,Woman,White,Senior Director,4/28/2021 19:15:03,5-7 years,5-7 years,Master's degree
35-44,Education (Higher Education),Woman,White,Adjunct instructor,4/27/2021 13:35:39,11 - 20 years,8 - 10 years,PhD
25-34,Business or Consulting,Woman,White,Logistics Coordinator,5/1/2021 20:24:34,8 - 10 years,2 - 4 years,Master's degree
25-34,Education (Higher Education),Non-binary,White,Archivist -- Project Manager,4/29/2021 15:59:47,5-7 years,8 - 10 years,Master's degree
45-54,Health care,Woman,White,Revenue Cycle Analyst,4/28/2021 16:44:19,21 - 30 years,5-7 years,College degree
